epoch,event_prob_loss,gate_loss,learning_rate,loss,mu_logsigma_loss,val_event_prob_loss,val_gate_loss,val_loss,val_mu_logsigma_loss
0,0.5861874222755432,0.00497184693813324,9.999999747378752e-05,2.42944073677063,1.537043571472168,0.229220449924469,0.0044282847084105015,1.6109328269958496,1.1064608097076416
1,0.27598387002944946,0.00437892647460103,9.999999747378752e-05,1.7931104898452759,1.223652958869934,0.2087547481060028,0.00453758891671896,1.586362600326538,1.09378981590271
2,0.23280492424964905,0.004359405487775803,9.999999747378752e-05,1.5515652894973755,1.0266454219818115,0.18404677510261536,0.004328478593379259,1.5107970237731934,1.062596321105957
3,0.19949302077293396,0.004102971404790878,9.999999747378752e-05,1.4384499788284302,0.9401599168777466,0.15714101493358612,0.003927136305719614,1.439434289932251,1.007578730583191
4,0.1766432374715805,0.0039034613873809576,9.999999747378752e-05,1.378361463546753,0.9058251976966858,0.1588742733001709,0.00397459464147687,1.5380536317825317,1.0976808071136475
5,0.16301053762435913,0.0037932463455945253,9.999999747378752e-05,1.309800148010254,0.8560566902160645,0.12807822227478027,0.0037750154733657837,1.479262351989746,1.0708638429641724
6,0.14301955699920654,0.0036655073054134846,9.999999747378752e-05,1.2762466669082642,0.8441581130027771,0.1280091553926468,0.003666026284918189,1.5013689994812012,1.0826979875564575
7,0.13714836537837982,0.0035435082390904427,9.999999747378752e-05,1.2234892845153809,0.797477662563324,0.11928914487361908,0.0036993881221860647,1.5310121774673462,1.1358413696289062
8,0.13720767199993134,0.003567007603123784,4.999999873689376e-05,1.2031673192977905,0.7757772207260132,0.11385323852300644,0.0036745877005159855,1.4916263818740845,1.084977388381958
9,0.1331753134727478,0.0034812339581549168,4.999999873689376e-05,1.1778590679168701,0.7527852654457092,0.12016691267490387,0.0036261689383536577,1.4623605012893677,1.06288743019104
10,0.12517225742340088,0.0034227969590574503,4.999999873689376e-05,1.1542344093322754,0.7393428683280945,0.10197467356920242,0.0034923104103654623,1.4222685098648071,1.0235166549682617
11,0.1220187172293663,0.0034018715377897024,4.999999873689376e-05,1.1366366147994995,0.7337620854377747,0.11239250004291534,0.003447361057624221,1.4667385816574097,1.0679962635040283
12,0.11881830543279648,0.0033046153839677572,4.999999873689376e-05,1.1019729375839233,0.6928125619888306,0.10290321707725525,0.0033590879756957293,1.3903125524520874,1.004309892654419
13,0.11422909051179886,0.003269491484388709,4.999999873689376e-05,1.0636236667633057,0.6541003584861755,0.09906231611967087,0.003293870249763131,1.3247214555740356,0.9432925581932068
14,0.11387618631124496,0.0032166135497391224,4.999999873689376e-05,1.050939917564392,0.6443763375282288,0.10633105784654617,0.00329413590952754,1.4169962406158447,1.0258454084396362
15,0.1126282662153244,0.003169354982674122,4.999999873689376e-05,1.0210137367248535,0.6205664873123169,0.0948747918009758,0.0032871400471776724,1.4130345582962036,1.018577218055725
16,0.10914865881204605,0.0030720382928848267,4.999999873689376e-05,0.9957420825958252,0.5950019955635071,0.1032722145318985,0.0031327949836850166,1.4232536554336548,1.0243327617645264
17,0.1068679690361023,0.00297834281809628,4.999999873689376e-05,0.955517590045929,0.5562498569488525,0.09980867803096771,0.0031027491204440594,1.4107849597930908,1.0113458633422852
18,0.10305269062519073,0.002954488852992654,2.499999936844688e-05,0.9507259726524353,0.5597560405731201,0.09416648745536804,0.003037950722500682,1.2995867729187012,0.92701256275177
19,0.10604970902204514,0.0029751607216894627,2.499999936844688e-05,0.9375724792480469,0.5423852205276489,0.09684926271438599,0.003125225193798542,1.3119442462921143,0.9366863369941711
20,0.10414259880781174,0.0029646942857652903,2.499999936844688e-05,0.9483175873756409,0.5572517514228821,0.09552111476659775,0.0030820248648524284,1.2471033334732056,0.8751500844955444
21,0.09910246729850769,0.002896479796618223,2.499999936844688e-05,0.8974303007125854,0.5094176530838013,0.08461914956569672,0.0029925829730927944,1.343032717704773,0.9742217659950256
22,0.10107287019491196,0.0029310088139027357,2.499999936844688e-05,0.8944827318191528,0.5072433948516846,0.09683554619550705,0.003061224240809679,1.385979413986206,1.002368688583374
23,0.10364528000354767,0.002928735688328743,2.499999936844688e-05,0.8957052826881409,0.5074106454849243,0.09367803484201431,0.0030617089942097664,1.2833442687988281,0.9201255440711975
24,0.10109000653028488,0.0028753885999321938,2.499999936844688e-05,0.8794537782669067,0.4968166649341583,0.09453687816858292,0.0030300579965114594,1.2395448684692383,0.873258650302887
25,0.10342617332935333,0.0029023061506450176,2.499999936844688e-05,0.8845859169960022,0.4957520067691803,0.10351569950580597,0.00308291451074183,1.3846567869186401,0.9997887015342712
26,0.10607711225748062,0.002872384851798415,2.499999936844688e-05,0.8751900792121887,0.4853948950767517,0.10011135786771774,0.0029944777488708496,1.1277382373809814,0.7615197896957397
27,0.103424072265625,0.002847556723281741,2.499999936844688e-05,0.8301553726196289,0.4419633150100708,0.09563221782445908,0.002934010699391365,1.3073264360427856,0.9196587800979614
28,0.09958211332559586,0.0027876263484358788,2.499999936844688e-05,0.8271694183349609,0.44029825925827026,0.09600836783647537,0.002922740299254656,1.4893583059310913,1.0775423049926758
29,0.10385995358228683,0.00281497067771852,2.499999936844688e-05,0.8371090888977051,0.4434185326099396,0.09584632515907288,0.0028966590762138367,1.1356778144836426,0.7708295583724976
30,0.10057210922241211,0.002760731615126133,2.499999936844688e-05,0.7923293113708496,0.40371793508529663,0.09064196050167084,0.0028915435541421175,1.058796763420105,0.716037929058075
31,0.09744102507829666,0.002738476265221834,2.499999936844688e-05,0.8003256320953369,0.41674861311912537,0.09296499937772751,0.0028502787463366985,1.3226230144500732,0.9427292346954346
32,0.10040561109781265,0.0027325558476150036,2.499999936844688e-05,0.7973867058753967,0.40694373846054077,0.08923623710870743,0.0028411957900971174,1.2408193349838257,0.870141327381134
33,0.09495248645544052,0.002685785060748458,2.499999936844688e-05,0.7710300087928772,0.3920043110847473,0.09354671090841293,0.0028680863324552774,1.2618045806884766,0.8829095363616943
34,0.09658950567245483,0.0026800388004630804,2.499999936844688e-05,0.7618071436882019,0.3805863559246063,0.08758263289928436,0.0028003344777971506,1.4298007488250732,1.0312795639038086
35,0.09936963766813278,0.002728097839280963,1.249999968422344e-05,0.761751115322113,0.37533295154571533,0.09582817554473877,0.0028922681231051683,1.2092019319534302,0.838422954082489
36,0.09775972366333008,0.0027018447872251272,1.249999968422344e-05,0.743872344493866,0.3629266619682312,0.08545082807540894,0.002756705740466714,1.1034982204437256,0.7479662299156189
37,0.09613402187824249,0.0026618456467986107,1.249999968422344e-05,0.7509080171585083,0.3718661665916443,0.0872379019856453,0.0027094639372080564,1.1124231815338135,0.7576433420181274
38,0.09701423346996307,0.0026452073361724615,1.249999968422344e-05,0.7375136613845825,0.3507503867149353,0.0884602814912796,0.0027004750445485115,1.259602665901184,0.8734315037727356
